ID,Título,Categoria,Status,Versão / Sistema,Unnamed: 5
1954,Releases ClippPro,Novidades,Publicado,ClippPro 2024,
1955,Release ClippPro - 2024.4.7.0,Novidades,Incompleto,ClippPro 2024,
1978,Firebird 5,Novidades,Incompleto,ClippPro 2024,
1989,Instalação - ClippPro,Pré-Venda,Incompleto,ClippPro 2024,
