ID,Título,Categoria,Status,Versão / Sistema,Unnamed: 5
1546,FAQ - NFCe em SC,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Novo Clipp Cheff,
1966,Communication error 31: Um dispositivo conectado ao sistema não está funcionando,Diversos,Publicado,Novo Clipp Cheff,
