ID,Título,Categoria,Status,Versão / Sistema,Unnamed: 5
1556,Comunicado importante sobre atualização de Notas Técnicas,Diversos,Publicado,Clipp Store 2020,
1558,Importando Itens da Nota de Compra na Nota de Venda,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1560,Gestor Ifood,Integrações,Publicado,Clipp Store 2020,
1569,Consignado - Configurações,Cadastros,Publicado,Clipp Store 2020,
1570,Guia para uso da ferramenta de Condicional,Manuais,Publicado,Clipp Store 2020,
1571,Condicional - O cliente pega produtos em condicional e devolve todos,Integrações,Publicado,Clipp Store 2020,
1572,Condicional - O cliente devolve parte dos produtos e compra o restante,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1573,Condicional - O cliente compra todos mas quer mudar a forma de pagamento,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1574,Condicional - O Cliente compra todos os itens,Integrações,Publicado,Clipp Store 2020,
1576,Configuração do Boleto do Cresol,Financeiro,Publicado,Clipp Store 2020,
1578,Cadastro de Categorias - ClippCheff,Pré-Venda,Publicado,Clipp Store 2020,
1579,Guia do Ifood,Integrações,Publicado,Clipp Store 2020,
1580,Configuração inicial,Integrações,Publicado,Clipp Store 2020,
1581,Pedidos - Ifood,Integrações,Publicado,Clipp Store 2020,
1588,Cadastro de CFOP - ClippFácil e 360,Cadastros,Publicado,Clipp Store 2020,
1590,Valor total do cupom zerado,Emissor de Cupom Fiscal - ECF,Publicado,Clipp Store 2020,
1591,Gerando arquivo para o Instagram - E-commerce,Integrações,Publicado,Clipp Store 2020,
1592,Falha na validação do Modal do Manifesto: indAutoDesemp,MDFe,Publicado,Clipp Store 2020,
1593,Não foi possível conectar ao banco de dados - No permission for read-write access to database,Instalação,Publicado,Clipp Store 2020,
1594,Relatório de Itens mais vendidos,Relatórios,Publicado,Clipp Store 2020,
1595,Problemas ao autenticar o sistema,Inicialização do programa,Publicado,Clipp Store 2020,
1601,< Erro > < Codigo > EE < / Codigo >,Sistema Autenticador e Transmissor – SAT,Publicado,Clipp Store 2020,
1602,Carnê para pagamento via Pix,Financeiro,Incompleto,Clipp Store 2020,
1604,Criando certificado e credenciais no GerenciaNet para uso do PIX no Carnê,Integrações,Publicado,Clipp Store 2020,
1605,Cadastro de plano de contas para uso na conta bancária,Financeiro,Publicado,Clipp Store 2020,
1615,Formas de pagamento e Meios de Pagamento,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1616,Endereço de Entrega,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1617,I/O Error ao abrir o ECF - Impressora trabalhando Offline,Emissor de Cupom Fiscal - ECF,Publicado,Clipp Store 2020,
1619,Provedores atendidos para uso na NFS-e (nota de serviço),Manuais,Publicado,Clipp Store 2020,
1620,Importando NFC-e para NF-e,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1622,Erro ao anunciar produto no Mercado Livre,Integrações,Publicado,Clipp Store 2020,
1624,Configurar IPv4 para utilização do ClippMóvel com VPN,Instalação,Publicado,Clipp Store 2020,
1626,Cadastro de Caixas e seus responsáveis,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1627,Composição Automática,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1628,Utilizando QR Code para pagamento com PIX na NFC-e,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1631,Relatório Razão,Relatórios,Publicado,Clipp Store 2020,
1632,Atualização de cadeias - Ceará,Instalação,Publicado,Clipp Store 2020,
1633,Ferramenta de Checagem de Movimento,Estoque,Publicado,Clipp Store 2020,
1634,Ramo de atividade: Ótica,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1635,Alterando alíquota de ICMS,Cadastros,Publicado,Clipp Store 2020,
1636,NFCe Conjugada - ClippPRO,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1637,Comprovante de Entrega - NFe,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1638,Novo dashboard,Diversos,Publicado,Clipp Store 2020,
1640,Ajuste de XML - NFe,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1641,Apagar a pasta da Compufour no regedit,Emissor de Cupom Fiscal - ECF,Publicado,Clipp Store 2020,
1645,O tpEvento informado inválido - Ao processar Carta de Correção,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1646,Campo NCM inválido - Ao validar NCM,Estoque,Publicado,Clipp Store 2020,
1647,Etiqueta de Gôndola - Preço por Unidade de Medida,Estoque,Publicado,Clipp Store 2020,
1648,06010 (1751) - Rejeição: nao informado codigo do produto.,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1650,Erro ao consultar a tributação dos produtos - HTTP/1.1.500 Internal Server Error,Estoque,Publicado,Clipp Store 2020,
1651,Cadastro dos bairros para delivery - ClippCheff,Clipp Cheff PRO,Publicado,Clipp Store 2020,
1652,Devolução automática,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1653,Geração de Nota Promissória,Contas a Receber/Pagar,Publicado,Clipp Store 2020,
1655,Configuração da Stone 1.0,Pré-Venda,Publicado,Clipp Store 2020,
1657,Controle de crédito do cliente,Financeiro,Publicado,Clipp Store 2020,
1658,intentionally blank,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1659,Instalação do sistema ClippPRO,Inicialização do programa,Publicado,Clipp Store 2020,
1660,NOVA NOTA MODELO 1,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1661,Termos para migração de dados - CLIENTE,Diversos,Publicado,Clipp Store 2020,
1662,Termos para migração de dados - REVENDA,Manuais,Publicado,Clipp Store 2020,
1664,Escolher o diretório para salvar os arquivos XMLs,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1665,Banco Inter - Configuração do boleto de cobrança,Financeiro,Publicado,Clipp Store 2020,
1666,Utilizando MFe sem Integrador,MFe,Publicado,Clipp Store 2020,
1667,Falha de acesso ao certificado digital - Ao emitir NFSe,Pré-Venda,Publicado,Clipp Store 2020,
1668,Falha de acesso ao certificado digital - Ao emitir NFSe,NFS-e,Publicado,Clipp Store 2020,
1669,Perfis das notas modelo 1,Diversos,Publicado,Clipp Store 2020,
1671,Migrar do MEI para PRO/Gerencial,Manuais,Publicado,Clipp Store 2020,
1675,Pesa rápido - Auto atendimento - ClippCheff,Pré-Venda,Publicado,Clipp Store 2020,
1676,PréVenda Gerencial - ClippPRO,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1677,Informações INTERNAS sobre o Gerencial,Pré-Venda,Publicado,Clipp Store 2020,
1680,Desconto por Item - ClippFácil e 360,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1682,Configurando o não envio do bloco X (Apenas para clientes de SC),Emissor de Cupom Fiscal - ECF,Publicado,Clipp Store 2020,
1684,Rejeicao: NCM de medicamento e nao informado o grupo de medicamento (med),Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1686,Relatório de previsão de compra,Relatórios,Publicado,Clipp Store 2020,
1687,Rejeição: Não informado código do produto,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1688,Rejeição: Código do Meio de Pagamento inválido,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1689,Contábil.exe - Exportação para o Fortes,Estoque,Publicado,Clipp Store 2020,
1690,Instalação LOCAL do ClippPRO,Instalação,Publicado,Clipp Store 2020,
1698,Espelho da Nota/Documento,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1699,Relatório de resumo das vendas e resumo das vendas por vendedor,Relatórios,Publicado,Clipp Store 2020,
1702,Utilizando NFC-e (CE) sem Integrador,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1703,Relatório de vendas por dia e tributos,Relatórios,Publicado,Clipp Store 2020,
1704,Relatório de Vendas detalhadas por data,Relatórios,Publicado,Clipp Store 2020,
1705,Tabela de Preços - ClippPRO,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1706,Comunicando com a maquininha Stone - ClippPro,Pré-Venda,Publicado,Clipp Store 2020,
1707,Composição em Percentual,Estoque,Publicado,Clipp Store 2020,
1708,Indicador de Tributação - ClippPRO,Estoque,Publicado,Clipp Store 2020,
1709,Configuração do boleto UNICRED,Financeiro,Publicado,Clipp Store 2020,
1710,Resumo de vendas por vendedor X Ranking de vendedores,Relatórios,Publicado,Clipp Store 2020,
1711,Registro 1601 no SPED fiscal - ClippPRO,Financeiro,Publicado,Clipp Store 2020,
1713,Erro ao carregar a função: AssociarAssinatura,Sistema Autenticador e Transmissor – SAT,Publicado,Clipp Store 2020,
1714,Parâmetro incorreto,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1718,Informações INTERNAS sobre a nova API de bloqueios,Integrações,Publicado,Clipp Store 2020,
1719,Centro de Custos,Financeiro,Publicado,Clipp Store 2020,
1722,Controle de Armas - ClippPRO,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1723,Controle de Veículos - ClippPRO,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1724,Controle de Medicamentos - ClippPRO,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1725,Rejeição: Endereço do site da UF da Consulta por chave de acesso diverge do previsto,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1726,Não foi possível efetuar o cadastro. 500 - MinhasNotas,Minhas Notas,Publicado,Clipp Store 2020,
1729,Código de Produto ANP inexistente,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1734,Lista de novos NCMs,Estoque,Publicado,Clipp Store 2020,
1736,Error loading libcef.dll,Instalação,Publicado,Clipp Store 2020,
1737,Mudança de Alíquota (Apenas BA),Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1738,"Novos CST referente ao AJUSTE SINIEF Nº 1, DE 13 DE FEVEREIRO DE 2023",Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1739,Tributação Monofásica sobre Combustíveis (Inclusão de novos CSTs),Estoque,Publicado,Clipp Store 2020,
1741,DECRETO Nº 56.670 - Estado do Rio Grande do Sul,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1743,CT-e Globalizado,CT-e,Publicado,Clipp Store 2020,
1744,Rejeição 694: Não informado o grupo de ICMS para a UF de destino - Como resolver?,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1746,"Instalação, atualização e registro do sistema.",Manuais,Publicado,Clipp Store 2020,
1747,Lista de provedores NFS-e,NFS-e,Publicado,Clipp Store 2020,
1748,O que fazer quando uma NFCe nao aparece na listagem no F7?,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1754,Emitindo CT-e OS,CT-e,Publicado,Clipp Store 2020,
1756,Instabilidade central de compartilhamento,Clipp Empresas,Publicado,Clipp Store 2020,
1757,Rejeição 388 - Código de Situação Tributária do IPI incompatível com o Código de Enquadramento Legal do IPI,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1758,Atualização automática - Parceiros,Manuais,Publicado,Clipp Store 2020,
1759,MDFE não está encerrando e não retorna mensagem,MDFe,Publicado,Clipp Store 2020,
1760,Emitindo notas eletrônicas sendo MEI - Clipp Pro,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1762,Integração ZPOS Vero Banrisul - ClippPro,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1764,Emulador de Balança,Pré-Venda,Publicado,Clipp Store 2020,
1765,"Rejeição: URL para o serviço ""CTeRecepcaoSinc"" não encontrada na sessão ""CTe_MG_P"" no arquivo ""ACBrCTeServicos"" - Emitindo CT-e",CT-e,Publicado,Clipp Store 2020,
1768,Tabela de Inventário - ClippPRO,Estoque,Publicado,Clipp Store 2020,
1769,Tabela de Cadastro de Benefício Fiscal - ClippPRO,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1770,Controle de crédito do Fornecedor,Cadastros,Publicado,Clipp Store 2020,
1771,NF-e em contingência - O que fazer depois que o ambiente volta para o normal?,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1772,Retenção de IRRF na NF-e,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1773,Como calcular ICMS ST na nota sendo optante do simples,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1774,"Erro: ""Ser Cheff"" ao abrir o sistema",Aplicativos Comerciais,Publicado,Clipp Store 2020,
1775,Nova forma de comunicação Vero Smart V2 (ZPOS),Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1776,Módulos Adicionais - ClippPRO,Aplicativos Comerciais,Publicado,Clipp Store 2020,
1777,Como baixar o Anydesk,Manuais,Publicado,Clipp Store 2020,
1778,Reinstalando o Firebird,Manuais,Publicado,Clipp Store 2020,
1779,Controle de Pizza - ClippCheff,Clipp Cheff,Publicado,Clipp Store 2020,
1780,Instalação secundária - ClippPro,Base de Dados,Publicado,Clipp Store 2020,
1781,Certificado Assinatura erro no acesso a LCR - Ao transmitir NF-e/NFC-e,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1782,Integração Domínio - ClippPro,Minhas Notas,Publicado,Clipp Store 2020,
1784,Integração com Questor - ClippPro,Diversos,Publicado,Clipp Store 2020,
1785,Habilitando PIX no TEF SITEF,Aplicativos Comerciais,Publicado,Clipp Store 2020,
1786,CT-e em desacordo - ClippPRO,CT-e,Publicado,Clipp Store 2020,
1787,Configurando a impressora 58MM POS,Manuais,Publicado,Clipp Store 2020,
1789,Trocas/Devoluções - Pré-Venda Gerencial e ClippMei,Manuais,Publicado,Clipp Store 2020,
1791,Monitor de Processos,Manuais,Publicado,Clipp Store 2020,
1792,Como calcular ICMS de forma automática - Não optantes do simples nacional,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1793,Indicação de forma de pagamento por Tecla de Atalho - ClippPro,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1794,A NFC-e não foi impressa no ZPOS. - Vero,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1796,Banricompras - ClippPRO,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1800,Fonte de impressão VERO P2 e Positivo L300,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1801,Link para envio de documentos via WhatsApp - ClippPro,Manuais,Publicado,Clipp Store 2020,
1802,909-Rejeição: Obrigatório o preenchimento do grupo de UF de origem do combustível,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1803,Obrigatório o preenchimento da quantidade tributada retida anteriormente,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1804,PagSeguro - ClippPro,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1805,Rejeição 959: NF-e não pode ter preenchimento de Grupo de Tributação do ICMS monofásica sobre combustíveis,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1806,Rejeição 960: Obrigatório o preenchimento de Grupo de Tributação do ICMS monofásica sobre combustíveis.,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1807,Rejeição 969: Total do ICMS monofásico retido anteriormente difere do somatório dos itens.,Pré-Venda,Publicado,Clipp Store 2020,
1808,Guia para integração com POS - ClippPro,Manuais,Publicado,Clipp Store 2020,
1809,Controle por locais - ClippPRO,Estoque,Publicado,Clipp Store 2020,
1810,Rejeição: Grupo de combustível sem a informação de Encerrante,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1813,Rejeição: Obrigatório o preenchimento do índice de mistura do Biodiesel,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1814,Venda com fator de conversão - ClippPro,Manuais,Publicado,Clipp Store 2020,
1818,Solicitação de Liberação da maquininha da PagBank - Cliente,Integrações,Publicado,Clipp Store 2020,
1819,Integração Itaú - ClippPro,Financeiro,Publicado,Clipp Store 2020,
1820,NF-e de devolução com valor do ICMS da UF Destino superior a NF-e devolvida,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1821,908 - Rejeição: Obrigatório o preenchimento do índice de mistura do Biodiesel,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1825,Carteira Digital - Zucchetti,Pré-Venda,Publicado,Clipp Store 2020,
1831,Solicitação de Liberação da maquininha da Stone - Cliente,Manuais,Publicado,Clipp Store 2020,
1833,Mudança de Alíquota - ClippPro,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1853,Guia para configuração de maquininhas para ZPOS e AppsCloud - ClippPro,Manuais,Publicado,Clipp Store 2020,
1868,Recebimento automático - ClippPro,Financeiro,Publicado,Clipp Store 2020,
1888,Rejeição 744: Total do ICMS monofásico retido anteriormente difere do somatório dos itens,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1892,Cotações - ClippPRO,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1893,Comprovante de Presente - ClippPRO,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1901,Integração com a Rede - ZPOS,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1902,Integração com a Cielo - ZPOS,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1903,"Não foi possível conectar ao banco de dados...[FireDAC][Phys][FB]I/O error during ""CreateFile (open)""operation for file. Error while trying to open file. O sistema não pode encontrar o arquivo especificado",Inicialização do programa,Publicado,Clipp Store 2020,
1911,Cashback - ClippPRO,Cadastros,Publicado,Clipp Store 2020,
1917,Erros SAT,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1918,Integração Mercos,Diversos,Publicado,Clipp Store 2020,
1919,MDF-e em contingência - ClippPro,MDFe,Publicado,Clipp Store 2020,
1921,Comunicando com a maquininha Sicredi/Caixa (ZPOS) - ClippPro,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1927,Rejeição - Serviço de recepção de lotes desativado (NT 2024.001). Migrar para recepção sincrona!,MDFe,Publicado,Clipp Store 2020,
1929,Emissão de boletos da Cresol - ClippPro,Financeiro,Publicado,Clipp Store 2020,
1930,Emitindo NFe utilizando o sistema TEF - ClippPro,Nota Eletrônica do Consumidor - NFCe | SAT,Publicado,Clipp Store 2020,
1931,Importação Rápida na Nota fiscal de compra - ClippPro,Nota Fiscal de Compra,Publicado,Clipp Store 2020,
1932,Configuração do boleto Sicredi - ClippFacil/360,Financeiro,Publicado,Clipp Store 2020,
1934,Integração Sicoob - Boleto Hibrido e QR Code PIX,Financeiro,Publicado,Clipp Store 2020,
1936,Plano de Contas - Zweb,Financeiro,Publicado,Clipp Store 2020,
1940,Versão incompatível para IOS (IPhone) - Aplicativo Clipp Móvel Cheff,Diversos,Publicado,Clipp Store 2020,
1941,Emissão de NF-e e NFC-e - ClippMei,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1943,Emissão de NFe utilizando integração com maquininha ZPOS,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1945,Erro ao criar a chave do CSP no NFC,Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1946,"Utilizando AppsCloud - ClippFácil, Clipp360 e ZWeb",Nota Fiscal do Consumidor Eletrônica - NFCe,Publicado,Clipp Store 2020,
1947,597 - Rejeição: CFOP de Importação e não informado dados de IPI,Nota Fiscal de Compra,Publicado,Clipp Store 2020,
1948,Emissão de NFS-e pelo padrão Nacional sendo MEI e Não MEI,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1949,Configuração SMTP para envios de e-mail - GMAIL,Diversos,Publicado,Clipp Store 2020,
1950,Recebimento de contas a receber complementares,Financeiro,Publicado,Clipp Store 2020,
1951,ClippFarma,Estoque,Publicado,Clipp Store 2020,
1952,Configuração SMTP para envios de e-mail - Yahoo!,Diversos,Publicado,Clipp Store 2020,
1953,Troca/Migração de Servidor,Instalação,Publicado,Clipp Store 2020,
1957,Integração Banco Inter - ClippPro,Financeiro,Publicado,Clipp Store 2020,
1960,Rejeição 241: Um número da faixa já foi utilizado,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1962,Rejeição 538: Total do IPI difere do somatório dos itens,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1963,E303 - O documento XML difere da assinatura,NFS-e,Publicado,Clipp Store 2020,
1964,ECONF - Evento de Conciliação Financeira,Nota Fiscal Eletrônica - NFe,Publicado,Clipp Store 2020,
1969,Aplicativo não inicializado corretamente (0xc0000005) ao abrir o ClippStore,Inicialização do programa,Publicado,Clipp Store 2020,
1970,Integração Banco do Brasil - Boleto Híbrido - QRCode Pix no PDV,Financeiro,Publicado,Clipp Store 2020,
1972,Calcular IPI na DAV - ClippStore,Orçamento / Pedido de venda - DAV,Publicado,Clipp Store 2020,
1976,Integração Santander - Boleto Híbrido - QRCode Pix no PDV,Integrações,Publicado,Clipp Store 2020,
1977,XmlNode não pode ser nulo,Diversos,Publicado,Clipp Store 2020,
1979,Rejeição 976: Identificador do CSRT não cadastrado na SEFAZ,Nota Fiscal Eletrônica - NFe,Incompleto,Clipp Store 2020,
1981,Mensageiro - Plugin Integração Whatsapp,Diversos,Publicado,Clipp Store 2020,
1982,Comissão - ZWeb,Financeiro,Publicado,Clipp Store 2020,
1986,Plugin Sicredi - QRCode PIX no boleto e PDV - ClippStore/Mei,Financeiro,Publicado,Clipp Store 2020,
1987,Integração Itaú - Boleto Híbrido - QRCode Pix no PDV,Financeiro,Incompleto,Clipp Store 2020,
1988,Venda Atacado - Zweb,Estoque,Incompleto,Clipp Store 2020,
